image_id,blur,brightness,contrast,particle_density,edge_density,best_model
c--35-_jpg.rf.11b7b9f40d845e49e3d656a8c5dc34c5,181.14251520747504,24.932643361084374,27.791681266517124,2527.0,0.0331656363389794,UNet
c--36-_jpg.rf.095669007899fc6932329c83b4d21c68,234.10259080034737,28.10808352434914,31.956161983032743,2706.0,0.0426651583860073,LinkNet
c--37-_jpg.rf.c56cab6f013e88f18752b5cc3d23d7ba,120.89902891711183,24.70508151661589,27.710356459692928,2470.0,0.0287631767830622,LinkNet
c--38-_jpg.rf.6f6d22e248524cc394c14c605ee83238,181.93605649172912,24.682361385369017,28.758544925703134,2425.0,0.0315085121935891,DeepLabV3Plus
c--39-_jpg.rf.4133545d32cf99a24c0cdd0280ae10ab,194.2445829090363,25.77125071527564,29.83027171649476,2492.0,0.0361557365933364,UNet
c--4-_jpg.rf.f69e65573d335931c14ee37a0cf9af6f,226.48140836301968,25.03853392473812,32.103891404058935,2978.0,0.046201018089445,DeepLabV3Plus
c--40-_jpg.rf.9f217f3f081c76f280a24c03f91fce7b,189.0485701162634,25.97112767132712,30.535447325139064,2357.0,0.0357257443001213,UNet
c--41-_jpg.rf.5615879d294858630cf3ce62385553e2,162.89612062274404,25.88641588193073,28.33096861878041,2196.0,0.0347962994201719,DeepLabV3Plus
c--42-_jpg.rf.6ac4e7861933cafe922f3abcf1384eed,243.18870941540547,29.818758248409857,33.691889457128525,2625.0,0.0452384968792482,LinkNet
c--43-_jpg.rf.8c4959bd330ff5ac473ccc296ebfc27a,124.74788833449432,27.954986422166435,29.959546636700413,2582.0,0.0342935392004127,LinkNet
c--44-_jpg.rf.aae771386d128b9756e935a45d2d7c5c,66.68207460385645,26.54426109132044,29.81946479232202,1456.0,0.026957209151559,LinkNet
c--45-_jpg.rf.a6a1d41b212d4b9ea7290a4474ed4473,200.6574145387785,27.492784398556548,30.969998588689744,2518.0,0.0388580727745418,LinkNet
c--46-_jpg.rf.dc818e8db1b49c87b872e0919f535125,216.2002522268756,28.27697457422494,31.11996851246044,2842.0,0.0407301930665396,LinkNet
c--47-_jpg.rf.641b989be2eb6c20fcbf9f591cac1f11,177.0860667482005,25.852790484601314,27.815463182186,2786.0,0.0333740172195375,DeepLabV3Plus
c--48-_jpg.rf.27b501a811a3c5fff2e016aed54df53b,169.02989094726522,27.51477354290496,30.118447283106928,2571.0,0.0384677720776235,DeepLabV3Plus
c--49-_jpg.rf.c945f2e5ebfb7b16328e4bd970003cb0,207.705825571209,28.011649483513104,31.448049174471425,2613.0,0.0411998769560514,LinkNet
c--5-_jpg.rf.e987df9bff6061ef3010945913a35d59,199.2340570113104,22.980594117043903,30.889936789803887,2716.0,0.0393939093245482,LinkNet
c--50-_jpg.rf.b3f95f199205f73aaa53e00bfeb2a21d,225.52371806400703,27.674657908054417,30.897462326651112,2566.0,0.0431480728076181,UNet
c--51-_jpg.rf.fd39da9ab3817fc910f73805615dd55c,103.66619935174262,25.643896920924416,27.76384324647694,2420.0,0.0290410179571396,UNet
c--52-_jpg.rf.04dbfa2df074ab4c13ee61da878cce86,68.24934563198232,26.274867611988185,28.34282625851028,1726.0,0.0258756131524719,DeepLabV3Plus
c--53-_jpg.rf.08a6885937f0e85045ad0ca2f94c05f8,184.18606420609052,26.32522301715669,28.71329568280136,2721.0,0.0359175870155558,DeepLabV3Plus
c--54-_jpg.rf.dcda4d5fd6da39d739cd613b414c731e,177.99692716549742,26.797807700831207,29.745419576248548,2522.0,0.0356794374377751,UNet
c--55-_jpg.rf.fe4f8cfb75f3da70e30f98dfcced9d2c,201.64904443083915,26.81534477112833,29.49994245287767,2781.0,0.0379253202615676,UNet
c--56-_jpg.rf.327e9572816d254e294e1bd2dd41918a,187.01803981387647,26.708680221346803,29.18454479894037,2671.0,0.0400686664615934,UNet
c--57-_jpg.rf.124bdf17a8e81f82372621c8ef41915c,191.20324305888104,26.15707618471146,28.944489306314097,2660.0,0.0356033618782063,UNet
c--58-_jpg.rf.996d121726d06f8d58bdb6909d35bd47,160.2947647441403,25.81820918132775,28.245351246107777,2723.0,0.0352924443738816,DeepLabV3Plus
c--59-_jpg.rf.4a86418df2cc6824dd52d53f6f9e20d5,50.6591905826321,26.547906102913693,28.687868882460133,1037.0,0.0215889207524203,LinkNet
c--6-_jpg.rf.9ff82a58a37f91f8e6f57c4b9f09ee81,175.93109137110676,21.6711518170482,28.76172971810212,2789.0,0.0340785430538052,UNet
c--60-_jpg.rf.8a696cfbdfe586ebb9ce57daebb8da17,165.83744637017483,25.440983557756237,27.6484915945562,2545.0,0.0347731459889988,UNet
c--61-_jpg.rf.6bdcdbae7ebb1515ee203cf9a79eade0,207.2417042624301,27.53252230171567,30.672065631306165,2609.0,0.0390366849578772,DeepLabV3Plus
c--62-_jpg.rf.d14c9bc47d5073872883622ac6fef3b1,223.73906596434736,28.223589377205776,31.499015415417865,2901.0,0.0419837859829127,LinkNet
c--63-_jpg.rf.3d66391c67ed0068cfd7847189eed6e0,198.71949776465948,27.0292626293698,30.740180512838503,2786.0,0.0360333541714213,UNet
c--64-_jpg.rf.eaa73a88b5baa9db91ba9aa42a204611,232.72992670542789,28.13214655460406,30.915594090192844,2948.0,0.0398007481865901,DeepLabV3Plus
c--65-_jpg.rf.991c343f81438255490fe97e5e285ad5,118.22577781491697,26.48235543162957,28.524059424874533,2722.0,0.0298580033142482,UNet
c--66-_jpg.rf.a6c86839628f180ad5e8b8421ed20873,234.98185511218287,28.3891000261303,31.485841602541257,2841.0,0.0430852277801482,LinkNet
c--67-_jpg.rf.03c27a6e809cbfcf3ac36e52a83b6ee5,214.0015283493141,28.526138569977935,30.937613051856054,2911.0,0.0422351660927923,LinkNet
c--68-_jpg.rf.f08b69d4c04cc2b51516b5e1d71e6cef,196.33479473340284,26.733318779748025,29.146301991273845,2886.0,0.0367643410698869,DeepLabV3Plus
c--69-_jpg.rf.3957a3460762ebdef8b08e044289b229,196.66426720354173,28.362956494702825,29.747909058140056,2666.0,0.0385372323711428,LinkNet
c--7-_jpg.rf.c6ffcb2b7210f2a9803ecade4423dbac,233.22853938988436,25.302036509653327,33.09527522494803,2988.0,0.0465218584928439,LinkNet
c--70-_jpg.rf.050e808aa9f90f3d0097f57e61887b5f,239.57023553530837,29.14531093404249,32.246600728571394,2624.0,0.0444115886230654,LinkNet
c--71-_jpg.rf.b1cc381d982d258583014caf2cdc3a35,188.2413651438181,26.883581240428537,28.69079143337027,2726.0,0.0361821976575342,LinkNet
c--72-_jpg.rf.e3cdcdf20310e9432bf6fb7e91576872,222.4482668054978,29.65482534043813,31.948891482717347,2907.0,0.0441436703480622,DeepLabV3Plus
c--73-_jpg.rf.82225c2e474e6f517e8e668051b99970,203.0887193967604,28.63899170114874,31.963613547313685,2616.0,0.0399694374708514,LinkNet
c--74-_jpg.rf.1e1e220f9d653d2eb7348d9b13a19c2f,255.3385210172191,30.76617019094965,33.58997568137411,3055.0,0.0480367544181708,DeepLabV3Plus
c--75-_jpg.rf.0c182238125f83ccaacc8677f3f16f00,226.78437505257529,29.488990543477183,32.48779159235481,2812.0,0.043333300257003,UNet
c--76-_jpg.rf.79ebbcca309c298a16fc362a78234fb0,206.9534909767394,27.98392821113283,30.803297096956182,2838.0,0.0398338245168375,UNet
c--77-_jpg.rf.d0757ba2fd080cc2bf7eabe8c1ede585,195.19547770330152,27.568721037538328,30.06624352542194,2859.0,0.0383817736189805,UNet
c--78-_jpg.rf.ebbe97357e52c519aed13647cdefae27,199.60940062845063,27.258818976552188,29.439442352525028,2861.0,0.0404655824245611,LinkNet
c--79-_jpg.rf.a989da0905327fd55ae0bf5e6bb0f9cf,248.34888316475352,28.289136740856875,32.24329780441951,2684.0,0.0452418045122729,UNet
c--8-_jpg.rf.6a58234f1d1bc7051816e00949215841,195.1275563432681,23.23012526006265,29.60719570262376,3009.0,0.0430157674866288,DeepLabV3Plus
c--80-_jpg.rf.c1d42d212a2a712ec9d6ee142c288344,227.56737811830135,26.63295857851163,30.59586642191973,2474.0,0.0382296224998428,DeepLabV3Plus
c--81-_jpg.rf.e52081310dbb8e3fff8e5ea663abba98,178.47683434076149,26.45494838438665,28.13290993457171,2591.0,0.0324809563028601,DeepLabV3Plus
c--82-_jpg.rf.98a655b37dc393a91af5501459685878,189.78193071492083,30.524428523704152,30.78808605509897,2752.0,0.0396022902051063,UNet
c--83-_jpg.rf.9f541a40b42ccd5070759c68df1338e8,77.29350281574933,27.769166906470065,29.056805064519697,2165.0,0.0251446262540063,UNet
c--84-_jpg.rf.57fb8761bfbe6030b7b4b2b46be0787a,192.46468932559364,28.67756200985013,30.51339362511167,2765.0,0.037895551564345,LinkNet
c--85-_jpg.rf.f6838c602dceccd3b68d69db59154172,198.58715565437475,28.85733186474427,30.63231505701096,2953.0,0.0423773943128557,UNet
c--86-_jpg.rf.4ec983fac5ca777574451d5549033606,199.14017108354903,27.431358345654267,29.23892021878581,2846.0,0.0366783426112439,DeepLabV3Plus
c--87-_jpg.rf.c7180b1074e47bceb0985944a0dc085e,205.74511307087505,27.70163827063715,28.495279084466933,3147.0,0.0370124135467418,DeepLabV3Plus
c--88-_jpg.rf.34d7d608352ba8b74f1b82d433e7c1c7,191.21565086442104,28.98489073234303,30.46020013727065,2944.0,0.0391458368476934,DeepLabV3Plus
c--89-_jpg.rf.285c476d489dcc60e2c2087e9d0a38a3,207.1827764365984,27.77590455494144,30.00046473590229,2636.0,0.0362648884831525,LinkNet
c--9-_jpg.rf.9e6a6e449de3217a6737923d26a276d0,208.11432159372956,24.135870949389908,29.78299477188268,3184.0,0.0440609795224439,UNet
c--90-_jpg.rf.7341660982749acd4f79f3b7fd004e0b,205.88621996329016,28.753267114520177,30.0591898043328,3031.0,0.0362880419143256,DeepLabV3Plus
c--91-_jpg.rf.fd4615a24ba1bf4c59222cf13db5c464,208.8454227962755,27.342134944812145,28.777653414829437,3000.0,0.0362748113822267,DeepLabV3Plus
c--92-_jpg.rf.1bc5c02d6bd4041847097d4f58804260,70.14379932158276,28.675957807833136,30.42265435462658,1534.0,0.0251909331163526,UNet
c--93-_jpg.rf.6b75dd24411c3ff857686011d4adbb68,233.97444574407712,29.606765432588784,31.05189374029432,3154.0,0.0417654822032805,UNet
c--94-_jpg.rf.c627b1f3c4503b49d23df4995bdf2797,209.78216882931417,26.70347400696588,29.382336916684626,2618.0,0.0362781190152515,DeepLabV3Plus
c--95-_jpg.rf.040898b558cf72633e939a31415b00cf,199.2702663280665,26.91603242803417,29.009021329225757,2700.0,0.0348922207778891,LinkNet
c--96-_jpg.rf.8d2da905c6aef356ed00ffaee5d88216,194.981787461164,26.73541251145268,28.325773382423357,2887.0,0.0340454667235579,DeepLabV3Plus
c--97-_jpg.rf.7d8a55ef0acaba6d85161d5327dc2ab1,188.8631527978396,27.51732042033401,29.9162743657781,2954.0,0.0368768005927278,LinkNet
c--98-_jpg.rf.dc4bb77820fa1868fd06673f8f9acb94,252.8737881140081,30.19211063370941,32.38621732956332,3125.0,0.0445472015770794,UNet
c--99-_jpg.rf.8e62e693e2d2ec6c58d64e9673e410b7,216.45792853859197,27.947236637989487,29.294731817624136,3206.0,0.0402009717825826,DeepLabV3Plus
d--14-_jpg.rf.721fb3ecbe01cf8e0ea25aba8aadf5ff,130.1033929656692,24.5266016386014,34.35112108436338,1484.0,0.0360432770704955,UNet
d--17-_jpg.rf.22ba2f8b8b408084198875024de87813,160.40677743133935,23.043948519999603,31.49418329510554,1401.0,0.0351502161538181,UNet
d--18-_jpg.rf.56f9d9426478a463e3d2342346b02fc6,98.65757644559402,22.2300657226682,25.520697953269146,1436.0,0.0322758830553267,UNet
d--42-_jpg.rf.0811848782d8f404779d8317f549fcd1,171.69777287553111,23.588027691503683,25.21529327932349,1789.0,0.0395162917464633,DeepLabV3Plus
d--43-_jpg.rf.614289e8894cf559ab218b2fcdc0b02e,174.9036959090528,22.736864562350537,28.915317607206173,1650.0,0.0394766001501665,DeepLabV3Plus
d--45-_jpg.rf.467252ef1218f9dec3cfc63de01c3eec,151.20067732604775,27.175423625099643,28.717908463383463,1873.0,0.0384148499492278,UNet
d--54-_jpg.rf.b2c223f16454ffe9a2b3c013d01ff5a6,81.73021986563052,23.505594861261333,23.971843608743804,1175.0,0.02946770261733,UNet
d--57-_jpg.rf.c05a10a639d08e6bc69a5feb78856959,114.82778146972588,23.14385557551161,30.652764775162844,1442.0,0.0345283811451687,DeepLabV3Plus
d--58-_jpg.rf.bd3fa7b2def684beeae6eb2bc61289e5,187.23317513217597,24.30713357214444,34.515866089968505,1786.0,0.0340884659528794,UNet
d--59-_jpg.rf.4a27f3dc984023509fec8c6a4de30a76,198.3113871434022,26.99462178870179,35.710223618723084,1873.0,0.041500871561302,UNet
d--6-_jpg.rf.3c64d69dbe8bbddcfb7691cacc2bccbb,132.9796376670428,19.470242879493007,22.76660834934597,1591.0,0.0323949578442171,DeepLabV3Plus
d--68-_jpg.rf.a939856757dd8a36ffb6c48b364522ba,172.95008965281653,25.26856657107607,31.469368643080102,1825.0,0.0398933619112826,UNet
d--69-_jpg.rf.cba7e7baf07068e9390dd49595bb4cde,194.1705751944261,22.04661116458451,27.603894378976083,1658.0,0.0415901776529697,LinkNet
d--75-_jpg.rf.3b1bf5766e57e9f1de9a1df32f069cb0,221.22557027089223,24.29858995604156,30.8153665949985,1696.0,0.0371182578035332,DeepLabV3Plus
d--77-_jpg.rf.84995c9e1346e58c80469258e984e259,183.11682236073176,22.63733457700335,31.286288345656807,1769.0,0.0323982654772418,DeepLabV3Plus
d--81-_jpg.rf.cd6b045374185d67cc7a38a6378265cf,168.88947318747964,25.107058158111474,31.969420371150346,1767.0,0.0368701853266783,UNet
d--85-_jpg.rf.306207ac8094d1cf2db43ab3740bcc16,109.4788904007588,22.364785615765506,29.30860406123686,1507.0,0.0370752585742117,DeepLabV3Plus
